date,x1,x2,y1,y2,y3,y4,filtered_hole
2018-07-19,3,2,44.0,53.9,44.5,64.0,177
2018-07-20,3,2,43.0,53.9,44.6,64.0,177
2018-07-21,3,2,43.0,53.9,44.1,64.0,177
2018-07-22,3,2,43.0,52.9,43.4,64.0,177
2018-07-23,3,2,43.0,51.9,42.6,64.0,177
2018-05-01,3,3,0.0,51.0,41.1,,240
2018-07-24,3,2,42.0,52.9,43.4,64.0,177
2018-07-25,3,2,42.0,51.9,42.6,64.0,177
2018-07-27,3,2,42.0,51.9,43.0,64.0,177
2018-05-05,3,3,0.0,51.0,40.7,,240
2018-07-01,3,3,12.0,,47.4,,187
2018-07-02,3,3,12.0,,46.4,,187
2018-07-03,3,3,12.0,,44.7,,187
2018-02-01,3,2,,,,10.0,232
2018-07-07,3,3,12.0,,43.7,,187
2018-07-09,3,3,12.0,,42.4,,187
2018-05-20,3,3,0.0,51.0,41.3,,240
2018-07-13,3,3,12.0,,43.4,,187
2018-05-23,3,3,0.0,53.0,41.3,,240
2018-07-16,3,3,12.0,,44.6,,187
2018-07-17,3,3,12.0,,43.6,,187
2018-07-18,3,3,12.0,,42.6,,187
2018-05-28,3,3,0.0,53.0,43.0,,240
2018-07-22,3,3,12.0,,44.5,,187
2018-07-23,3,3,12.0,,43.5,,187
2018-07-24,3,3,12.0,,55.4,,187
2018-07-28,3,3,12.0,,55.5,,187
2018-07-01,3,3,36.0,77.1,63.1,,188
2018-02-01,3,1,,53.7,,53.0,235
2018-07-04,3,3,38.0,78.1,63.7,,188
2018-07-05,3,3,38.0,78.1,64.2,,188
2018-07-07,3,3,38.0,80.0,65.8,,188
2018-07-08,3,3,38.0,80.0,65.5,,188
2018-07-09,3,3,38.0,80.9,66.3,,188
2018-07-11,3,3,38.0,81.9,67.1,,188
2018-07-13,3,3,38.0,81.9,66.4,,188
2018-07-14,3,3,38.0,81.9,66.9,,188
2018-07-16,3,3,38.0,81.9,65.8,,188
2018-07-18,3,3,38.0,81.9,66.1,,188
2018-07-19,3,3,38.0,81.9,65.5,,188
2018-07-20,3,3,39.0,81.9,66.8,,188
2018-07-21,3,3,38.0,81.9,66.8,,188
2018-07-23,3,3,39.0,81.9,66.1,,188
2018-07-27,3,3,38.0,81.9,65.4,,188
2018-07-28,3,3,38.0,81.9,66.0,,188
2018-07-29,3,3,38.0,81.8,64.7,,188
2018-02-01,3,2,44.0,55.3,,63.0,239
2018-02-07,3,2,45.0,55.3,,63.0,239
2018-07-10,3,3,3.0,70.2,,61.0,198
2018-02-14,3,2,44.0,55.4,,63.0,239
2018-07-16,3,3,3.0,71.1,,61.0,198
2018-02-26,3,2,43.0,55.4,,63.0,239
2018-02-28,3,2,43.0,54.3,,63.0,239
2018-02-01,3,2,0.0,,,50.0,240
2018-02-04,3,2,0.0,72.0,,50.0,240
2018-02-07,3,2,0.0,70.0,,50.0,240
2018-02-08,3,2,0.0,69.8,,50.0,240
2018-02-10,3,2,0.0,60.9,,50.0,240
2018-02-11,3,2,0.0,58.9,,50.0,240
2018-02-17,3,2,0.0,59.9,,50.0,240
2018-07-15,3,3,,39.4,32.4,,222
2018-02-24,3,2,0.0,53.0,,50.0,240
2018-02-25,3,2,0.0,52.0,,50.0,240
2018-02-28,3,2,0.0,54.0,,50.0,240
2018-07-31,3,3,,39.4,32.9,,222
2018-07-08,3,1,,,58.8,59.0,235
2018-07-09,3,1,0.0,60.7,56.5,59.0,235
2018-07-10,3,1,,60.7,56.5,59.0,235
2018-07-11,3,1,0.0,57.8,54.0,59.0,235
2018-07-13,3,1,,122.1,138.3,59.0,235
2018-07-14,3,1,,59.7,55.8,59.0,235
2018-07-15,3,1,0.0,54.8,51.1,59.0,235
2018-07-16,3,1,,54.8,51.3,59.0,235
2018-07-17,3,1,,53.9,48.8,59.0,235
2018-07-19,3,1,0.0,53.9,49.0,59.0,235
2018-07-20,3,1,0.0,53.9,48.4,59.0,235
2018-07-21,3,1,,53.9,49.3,59.0,235
2018-07-22,3,1,,53.9,49.6,59.0,235
2018-07-23,3,1,0.0,53.9,49.3,59.0,235
2018-07-24,3,1,0.0,53.9,49.2,59.0,235
2018-07-26,3,3,,53.9,49.3,59.0,235
2018-07-27,3,3,,53.8,49.1,59.0,235
2018-07-28,3,3,0.0,54.8,49.7,59.0,235
2018-07-30,3,3,,54.8,49.7,59.0,235
2018-07-31,3,3,40.0,54.8,49.7,59.0,235
2018-07-04,3,2,44.0,55.3,37.3,,239
2018-07-05,3,2,43.0,55.3,37.9,,239
2018-07-07,3,2,43.0,54.3,36.0,,239
2018-07-09,3,2,43.0,55.4,37.3,,239
2018-07-11,3,2,43.0,55.4,36.6,,239
2018-07-15,3,2,43.0,54.4,36.0,,239
2018-07-17,3,2,44.0,54.4,36.0,,239
2018-07-20,3,2,43.0,54.4,36.7,,239
2018-07-24,3,2,43.0,54.3,36.6,,239
2018-07-27,3,2,43.0,54.3,36.5,,239
2018-07-01,3,3,41.0,52.0,42.1,,240
2018-07-02,3,3,42.0,52.0,42.1,,240
2018-07-03,3,3,43.0,53.0,43.5,,240
2018-07-04,3,3,43.0,54.0,44.3,,240
2018-07-05,3,3,44.0,54.0,44.3,,240
2018-07-07,3,3,45.0,55.0,45.0,,240
2018-07-08,3,3,47.0,55.0,45.0,,240
2018-07-09,3,3,45.0,56.9,46.2,,240
2018-07-10,3,3,46.0,56.9,46.2,,240
2018-07-11,3,3,46.0,56.0,45.4,,240
2018-07-12,3,3,45.0,56.0,45.4,,240
2018-07-13,3,3,46.0,58.9,48.1,,240
2018-07-14,3,3,46.0,57.9,47.3,,240
2018-07-15,3,3,45.0,57.9,46.6,,240
2018-07-17,3,3,46.0,57.0,46.3,,240
2018-07-18,3,3,44.0,56.0,45.1,,240
2018-07-19,3,2,41.0,53.1,42.6,,240
2018-07-20,3,2,39.0,51.1,42.6,,240
2018-07-21,3,1,40.0,51.1,41.5,,240
2018-07-22,3,1,40.0,51.1,41.9,,240
2018-07-23,3,1,39.0,51.1,41.8,,240
2018-07-24,3,1,39.0,51.1,41.5,,240
2018-07-25,3,1,39.0,51.1,40.7,,240
2018-07-29,3,1,39.0,51.0,41.3,,240
2018-06-01,3,2,,179.9,110.4,,230
2018-06-02,3,2,,179.8,110.0,,230
2018-06-03,3,2,,179.8,109.9,,230
2018-06-04,3,2,,177.9,108.0,,230
2018-06-05,3,2,,177.9,108.6,,230
2018-06-09,3,2,,187.9,124.1,,230
2018-06-12,3,2,,176.9,124.8,,230
2018-06-15,3,2,,184.9,118.6,,230
2018-06-16,3,2,,179.9,115.5,,230
2018-06-18,3,2,,177.1,109.1,,230
2018-06-19,3,2,,180.1,110.9,,230
2018-06-20,3,2,,179.1,110.3,,230
2018-06-22,3,2,,178.1,109.7,,230
2018-06-24,3,2,,176.9,94.6,,230
2018-06-26,3,2,,177.9,106.5,,230
2018-06-29,3,2,,177.9,106.4,,230
2018-06-30,3,2,,177.9,105.4,,230
2018-06-01,3,1,49.0,140.3,113.7,,232
2018-06-03,3,1,49.0,138.7,110.3,,232
2018-06-04,3,1,49.0,138.7,111.4,,232
2018-06-06,3,1,49.0,139.5,112.9,,232
2018-06-08,3,1,50.0,140.9,116.3,,232
2018-06-09,3,1,49.0,140.9,116.6,,232
2018-06-13,3,1,49.0,142.2,121.4,,232
2018-06-14,3,1,48.0,142.2,121.4,,232
2018-06-15,3,1,49.0,141.8,119.5,,232
2018-06-17,3,1,48.0,141.8,119.5,,232
2018-06-24,3,1,50.0,141.8,121.1,,232
2018-06-26,3,1,49.0,141.8,121.1,,232
2018-06-27,3,1,49.0,143.2,124.8,,232
2018-06-29,3,1,49.0,143.2,125.1,,232
2018-05-01,3,2,,182.8,122.0,265.0,230
2018-05-02,3,2,,182.8,122.7,265.0,230
2018-05-06,3,2,,181.8,121.7,265.0,230
2018-05-09,3,2,,182.8,125.1,265.0,230
2018-05-14,3,2,,182.8,119.2,265.0,230
2018-05-16,3,2,,182.8,119.0,265.0,230
2018-05-19,3,2,,179.8,116.5,265.0,230
2018-05-22,3,2,,179.8,115.7,265.0,230
2018-05-25,3,2,,182.8,117.0,265.0,230
2018-05-28,3,2,,180.8,119.5,265.0,230
2018-02-01,3,2,,228.2,,294.0,230
2018-05-31,3,2,,179.9,110.4,265.0,230
2018-02-02,3,2,,207.5,,294.0,230
2018-05-01,3,1,50.0,140.1,110.5,,232
2018-05-02,3,1,49.0,140.1,110.5,,232
2018-05-03,3,1,48.0,140.1,110.5,,232
2018-02-07,3,2,,207.5,,180.0,230
2018-05-05,3,1,49.0,140.2,110.6,,232
2018-05-06,3,1,49.0,141.1,113.7,,232
2018-05-08,3,1,49.0,141.2,113.9,,232
2018-02-10,3,2,,,,180.0,230
2018-05-09,3,1,49.0,140.3,113.4,,232
2018-05-12,3,1,51.0,140.3,113.4,,232
2018-05-13,3,1,50.0,141.2,115.7,,232
2018-05-14,3,1,49.0,140.2,115.0,,232
2018-05-15,3,1,52.0,140.2,115.0,,232
2018-05-16,3,1,43.0,140.2,115.0,,232
2018-05-17,3,1,51.0,140.6,115.7,,232
2018-05-19,3,1,48.0,140.6,115.7,,232
2018-05-22,3,1,49.0,140.6,115.7,,232
2018-02-24,3,2,,257.1,,180.0,230
2018-02-25,3,2,,253.2,,273.0,230
2018-05-24,3,1,48.0,140.6,114.6,,232
2018-05-25,3,1,49.0,138.6,109.3,,232
2018-02-28,3,2,,230.4,,265.0,230
2018-05-27,3,1,49.0,140.3,113.5,,232
2018-02-01,3,1,53.0,144.4,,156.0,232
2018-05-28,3,1,48.0,140.3,113.7,,232
2018-02-02,3,1,51.0,144.4,,156.0,232
2018-05-29,3,1,50.0,140.3,113.7,,232
2018-02-04,3,1,52.0,144.5,,156.0,232
2018-02-05,3,1,51.0,143.2,,156.0,232
2018-02-07,3,1,51.0,142.8,,156.0,232
2018-02-10,3,1,51.0,143.0,,156.0,232
2018-02-12,3,1,51.0,145.7,,156.0,232
2018-02-13,3,1,52.0,145.7,,156.0,232
2018-02-16,3,1,51.0,145.5,,156.0,232
2018-02-17,3,1,51.0,144.6,,156.0,232
2018-02-19,3,1,51.0,141.4,,156.0,232
2018-02-20,3,1,51.0,141.2,,156.0,232
2018-02-21,3,1,50.0,141.2,,156.0,232
2018-02-24,3,1,51.0,141.9,,156.0,232
2018-02-26,3,1,50.0,141.9,,156.0,232
2018-02-27,3,1,51.0,141.5,,156.0,232
2018-02-28,3,1,50.0,141.5,,156.0,232
2018-07-01,3,2,,178.5,124.9,,230
2018-07-02,3,2,,178.5,125.8,,230
2018-07-20,3,2,,,134.7,249.0,230
2018-07-21,3,2,,225.8,135.6,239.0,230
2018-07-22,3,2,,216.9,130.2,239.0,230
2018-07-23,3,2,,211.9,127.1,239.0,230
2018-07-24,3,2,,212.9,127.8,239.0,230
2018-07-25,3,2,,209.0,125.4,239.0,230
2018-07-27,3,2,,199.1,119.4,239.0,230
2018-07-30,3,2,,193.1,115.8,239.0,230
2018-07-01,3,1,49.0,143.2,124.5,,232
2018-07-02,3,1,49.0,143.2,125.5,,232
2018-07-03,3,1,50.0,143.2,124.7,,232
2018-07-04,3,1,50.0,143.2,123.7,,232
2018-07-05,3,1,50.0,144.2,126.4,,232
2018-07-06,3,1,50.0,143.7,127.4,,232
2018-07-07,3,1,49.0,143.7,126.4,,232
2018-07-09,3,1,51.0,143.7,127.4,,232
2018-07-10,3,1,49.0,144.8,129.6,,232
2018-07-11,3,1,49.0,144.8,128.6,,232
2018-07-12,3,1,51.0,144.8,128.6,,232
2018-07-13,3,1,49.0,143.0,123.7,,232
2018-07-14,3,1,48.0,143.0,124.6,,232
2018-07-15,3,1,49.0,152.6,130.2,,232
2018-07-16,3,1,50.0,152.6,130.2,,232
2018-07-17,3,1,52.0,152.6,130.2,,232
2018-07-18,3,1,51.0,152.6,130.2,,232
2018-07-19,3,1,47.0,152.6,130.2,,232
2018-07-20,3,1,53.0,150.6,126.5,,232
2018-07-21,3,1,50.0,143.9,125.5,,232
2018-07-22,3,1,50.0,143.9,121.9,,232
2018-07-23,3,1,49.0,143.3,120.5,,232
2018-07-25,3,1,50.0,143.3,118.4,,232
2018-07-26,3,1,51.0,143.3,118.4,,232
2018-07-27,3,1,51.0,142.9,118.5,,232
2018-07-28,3,1,68.0,142.9,119.5,,232
2018-07-29,3,1,50.0,142.9,119.5,,232
2018-07-30,3,1,50.0,144.9,121.4,,232
2018-07-31,3,1,49.0,144.9,121.4,,232
